Name,Date,Open,High,Low,Close,Period,,
Gram18Ayar,8/21/2013,1038800,1041100,1030700,1038800,D,,
Gram18Ayar,8/24/2013,1059600,1060800,1043400,1054500,D,92/6/2,
Gram18Ayar,8/25/2013,1053800,1059600,1049200,1057100,D,,
Gram18Ayar,8/26/2013,1056100,1057300,1053800,1055400,D,,
Gram18Ayar,8/27/2013,1058500,1086200,1055400,1083800,D,,
Gram18Ayar,8/28/2013,1094200,1148500,1083800,1108100,D,,
Gram18Ayar,8/31/2013,1101200,1118500,1100000,1117300,D,,
Gram18Ayar,9/1/2013,1119600,1119600,1107400,1109200,D,,
Gram18Ayar,9/3/2013,1106900,1119600,1101200,1118500,D,,
Gram18Ayar,9/4/2013,1130000,1141600,1118500,1127700,D,,
Gram18Ayar,9/7/2013,1128900,1128900,1101200,1106900,D,,
Gram18Ayar,9/8/2013,1109200,1116200,1106900,1112700,D,,
Gram18Ayar,9/9/2013,1113900,1117300,1109200,1110400,D,,
Gram18Ayar,9/10/2013,1103500,1110400,1067700,1067700,D,,
Gram18Ayar,9/11/2013,1070000,1070000,1053800,1057300,D,,
Gram18Ayar,9/14/2013,1020400,1043400,1012300,1012300,D,,
Gram18Ayar,9/15/2013,1015700,1025000,1012300,1021500,D,,
Gram18Ayar,9/16/2013,1000700,1021500,982270,984580,D,,
Gram18Ayar,9/17/2013,974190,998430,974190,979960,D,,
Gram18Ayar,9/18/2013,983420,985730,978810,982270,D,,
Gram18Ayar,9/21/2013,983420,1016900,931480,931480,D,,
Gram18Ayar,9/22/2013,947640,959190,931480,954570,D,,
Gram18Ayar,9/23/2013,953410,956880,947640,948800,D,92/7/1,
Gram18Ayar,9/24/2013,937250,952260,937250,946490,D,,
Gram18Ayar,9/25/2013,955720,1003000,946490,994970,D,,
Gram18Ayar,9/28/2013,976500,991500,960340,989200,D,,
Gram18Ayar,9/29/2013,1001900,1014600,989200,1004200,D,,
Gram18Ayar,9/30/2013,1000700,1004200,986890,986890,D,,
Gram18Ayar,10/1/2013,1001900,1001900,975340,975340,D,,
Gram18Ayar,10/2/2013,973040,990350,970730,988040,D,,
Gram18Ayar,10/5/2013,981120,986890,977650,985730,D,,
Gram18Ayar,10/6/2013,986890,986890,985730,986890,D,,
Gram18Ayar,10/7/2013,982270,986890,978810,985730,D,,
Gram18Ayar,10/8/2013,986890,989200,984580,988040,D,,
Gram18Ayar,10/9/2013,981120,988040,974190,974190,D,,
Gram18Ayar,10/12/2013,977650,978810,974190,975340,D,,
Gram18Ayar,10/14/2013,947640,959190,943030,958030,D,,
Gram18Ayar,10/15/2013,953410,958030,946490,953410,D,,
Gram18Ayar,10/19/2013,974190,978810,969570,975340,D,,
Gram18Ayar,10/20/2013,976500,977650,974190,975340,D,,
Gram18Ayar,10/21/2013,973040,975340,964960,967260,D,,
Gram18Ayar,10/22/2013,966110,977650,962650,977650,D,,
Gram18Ayar,10/26/2013,987120,994970,983890,991740,D,92/8/4,
Gram18Ayar,10/27/2013,991500,991740,986660,988730,D,,
Gram18Ayar,10/28/2013,988040,994040,985270,993120,D,,
Gram18Ayar,10/29/2013,990350,993120,986890,989430,D,,
Gram18Ayar,10/30/2013,989200,993810,988730,993810,D,,
Gram18Ayar,11/2/2013,969570,977650,967260,970040,D,,
Gram18Ayar,11/3/2013,969570,980190,968880,978810,D,,
Gram18Ayar,11/4/2013,978350,979500,971650,975110,D,,
Gram18Ayar,11/5/2013,972570,975110,966800,967960,D,,
Gram18Ayar,11/6/2013,968420,971880,967260,970730,D,,
Gram18Ayar,11/9/2013,944870,970040,940720,943720,D,,
Gram18Ayar,11/10/2013,949490,954800,943720,951800,D,,
Gram18Ayar,11/11/2013,952260,954570,947640,947640,D,,
Gram18Ayar,11/12/2013,945330,948100,945330,948100,D,,
Gram18Ayar,11/16/2013,952260,953410,947410,947410,D,,
Gram18Ayar,11/17/2013,947640,950410,944640,946030,D,,
Gram18Ayar,11/18/2013,945330,946030,937250,938870,D,,
Gram18Ayar,11/19/2013,932640,940260,930100,940260,D,,
Gram18Ayar,11/20/2013,939560,945330,930790,932640,D,,
Gram18Ayar,11/23/2013,911860,920400,900780,907240,D,92/9/2,
Gram18Ayar,11/24/2013,881850,907240,848380,849070,D,,
Gram18Ayar,11/25/2013,839140,866840,834760,864540,D,,
Gram18Ayar,11/26/2013,879540,892240,864540,881850,D,,
Gram18Ayar,11/27/2013,880700,897550,878390,887620,D,,
Gram18Ayar,11/30/2013,888780,895930,881850,891080,D,,
Gram18Ayar,12/1/2013,895700,898700,891080,896860,D,,
Gram18Ayar,12/2/2013,893390,896860,886470,887620,D,,
Gram18Ayar,12/3/2013,878390,887620,872620,877230,D,,
Gram18Ayar,12/4/2013,878390,886240,872620,884160,D,,
Gram18Ayar,12/7/2013,883000,885770,880700,884620,D,,
Gram18Ayar,12/8/2013,883000,888310,883000,887160,D,,
Gram18Ayar,12/9/2013,887620,888780,885310,887620,D,,
Gram18Ayar,12/10/2013,892240,910010,887620,903780,D,,
Gram18Ayar,12/11/2013,901470,904700,898010,900320,D,,
Gram18Ayar,12/14/2013,894550,900780,886470,899860,D,,
Gram18Ayar,12/15/2013,901470,901470,895700,895700,D,,
Gram18Ayar,12/16/2013,894550,896860,888780,896860,D,,
Gram18Ayar,12/17/2013,894550,896860,891080,892240,D,,
Gram18Ayar,12/18/2013,892700,894550,892240,893390,D,,
Gram18Ayar,12/21/2013,878390,886010,869150,872390,D,,
Gram18Ayar,12/22/2013,872620,877000,872390,876540,D,92/10/1,
Gram18Ayar,12/24/2013,872620,876080,872620,876080,D,,
Gram18Ayar,12/25/2013,876540,877230,873770,876770,D,,
Gram18Ayar,12/28/2013,885770,890390,885310,889470,D,,
Gram18Ayar,12/29/2013,888780,899860,888780,898700,D,,
Gram18Ayar,12/30/2013,896860,898700,889470,889470,D,,
Gram18Ayar,1/1/2014,886470,888780,882540,883700,D,,
Gram18Ayar,1/4/2014,903090,904700,891780,896860,D,,
Gram18Ayar,1/5/2014,894550,898010,893390,897320,D,,
Gram18Ayar,1/6/2014,896860,902400,896860,899390,D,,
Gram18Ayar,1/7/2014,899160,902400,897550,897550,D,,
Gram18Ayar,1/8/2014,896860,898930,895700,896860,D,,
Gram18Ayar,1/11/2014,901470,905860,896860,903090,D,,
Gram18Ayar,1/12/2014,904940,904940,897320,898010,D,,
Gram18Ayar,1/13/2014,891310,898010,884390,891550,D,,
Gram18Ayar,1/14/2014,896860,898010,889470,893390,D,,
Gram18Ayar,1/15/2014,891080,893390,890390,891550,D,,
Gram18Ayar,1/18/2014,894550,895700,884160,885080,D,,
Gram18Ayar,1/20/2014,877230,879540,870310,870540,D,,
Gram18Ayar,1/21/2014,874460,883000,870540,880700,D,92/11/1,
Gram18Ayar,1/22/2014,881390,889930,880230,886010,D,,
Gram18Ayar,1/25/2014,896160,906090,889700,899860,D,,
Gram18Ayar,1/26/2014,901010,902630,897550,898470,D,,
Gram18Ayar,1/27/2014,896860,901470,896860,898010,D,,
Gram18Ayar,1/28/2014,894780,898010,894780,895240,D,,
Gram18Ayar,1/29/2014,895700,900320,895240,900320,D,,
Gram18Ayar,2/1/2014,889930,893390,889470,890620,D,,
Gram18Ayar,2/2/2014,891310,894550,890620,892240,D,,
Gram18Ayar,2/3/2014,893160,898700,892240,897550,D,,
Gram18Ayar,2/4/2014,896860,898010,895470,895930,D,,
Gram18Ayar,2/5/2014,896160,902630,895930,898470,D,,
Gram18Ayar,2/8/2014,904700,908400,898930,906320,D,,
Gram18Ayar,2/9/2014,906090,906320,900780,902160,D,,
Gram18Ayar,2/10/2014,904940,911860,902160,907710,D,,
Gram18Ayar,2/12/2014,917400,929170,917400,928940,D,,
Gram18Ayar,2/15/2014,951570,958720,932870,955720,D,,
Gram18Ayar,2/16/2014,956180,958030,952490,953410,D,,
Gram18Ayar,2/17/2014,954570,961490,953410,960340,D,,
Gram18Ayar,2/18/2014,959190,960340,950640,954800,D,,
Gram18Ayar,2/19/2014,952260,955720,951110,955720,D,,
Gram18Ayar,2/22/2014,958030,958030,951110,956880,D,,
Gram18Ayar,2/23/2014,958030,959190,956880,957800,D,,
Gram18Ayar,2/24/2014,959190,976500,957800,975110,D,,
Gram18Ayar,2/25/2014,974190,992660,974190,982730,D,,
Gram18Ayar,2/26/2014,982270,985730,968650,969570,D,,
Gram18Ayar,3/1/2014,981120,981120,969570,978350,D,,
Gram18Ayar,3/2/2014,978810,985730,978350,983190,D,,
Gram18Ayar,3/3/2014,1004200,1016900,983190,1012300,D,,
Gram18Ayar,3/4/2014,1005400,1012300,984580,989890,D,,
Gram18Ayar,3/5/2014,986890,994970,986890,993120,D,,
Gram18Ayar,3/8/2014,991500,997740,984580,985730,D,,
Gram18Ayar,3/9/2014,975810,992660,975810,988500,D,,
Gram18Ayar,3/10/2014,986890,994740,982960,993810,D,,
Gram18Ayar,3/11/2014,999580,1005600,985730,990350,D,,
Gram18Ayar,3/12/2014,1000700,1003000,990120,993810,D,,
Gram18Ayar,3/15/2014,1007700,1008800,999580,1000700,D,,
Gram18Ayar,3/16/2014,1000700,1004200,991500,1000000,D,,
Gram18Ayar,3/17/2014,999580,1000000,988040,988500,D,,
Gram18Ayar,3/18/2014,982270,988500,975810,976730,D,,
Gram18Ayar,3/19/2014,976500,977650,970730,970730,D,92/12/28,
Gram18Ayar,3/25/2014,970730,973040,964960,970730,D,,
Gram18Ayar,3/26/2014,971880,976500,970730,971880,D,,
Gram18Ayar,3/29/2014,967260,969570,964960,965420,D,,
Gram18Ayar,3/30/2014,964960,966800,964490,965420,D,,
Gram18Ayar,3/31/2014,964960,968420,964960,966800,D,,
Gram18Ayar,4/5/2014,970270,974190,962650,970730,D,,
Gram18Ayar,4/6/2014,970500,970730,966110,968880,D,,
Gram18Ayar,4/7/2014,965420,970730,964960,970270,D,,
Gram18Ayar,4/8/2014,971880,984580,970270,982500,D,,
Gram18Ayar,4/9/2014,988040,992660,980890,982730,D,,
Gram18Ayar,4/12/2014,989200,992660,985730,992660,D,,
Gram18Ayar,4/13/2014,997280,1000700,992660,999580,D,,
Gram18Ayar,4/14/2014,1006500,1008800,999580,1007700,D,,
Gram18Ayar,4/15/2014,1005400,1007700,999580,1001900,D,,
Gram18Ayar,4/16/2014,1004200,1007700,1001900,1004200,D,,
Gram18Ayar,4/19/2014,1001900,1004200,1000700,1001900,D,,
Gram18Ayar,4/20/2014,1003000,1005400,1001900,1004200,D,,
Gram18Ayar,4/21/2014,1001900,1007700,999580,1007700,D,,
Gram18Ayar,4/22/2014,1012300,1022700,1007700,1016900,D,,
Gram18Ayar,4/26/2014,1022440,1028440,1014820,1027980,D,1393/02/02,
Gram18Ayar,4/27/2014,1035140,1060070,1035140,1059610,D,,
Gram18Ayar,4/28/2014,1059610,1059610,1048060,1048060,D,,
Gram18Ayar,4/29/2014,1038830,1048060,1030520,1037440,D,,
Gram18Ayar,4/30/2014,1037440,1041140,1031900,1035370,D,,
Gram18Ayar,5/3/2014,1035370,1051060,1035370,1049220,D,,
Gram18Ayar,5/4/2014,1049220,1049220,1037210,1037680,D,,
Gram18Ayar,5/5/2014,1037680,1045290,1035370,1043450,D,,
Gram18Ayar,5/6/2014,1043450,1046910,1036520,1036520,D,,
Gram18Ayar,5/7/2014,1036520,1037680,1028210,1029130,D,,
Gram18Ayar,5/10/2014,1016210,1016210,1000280,1000280,D,,
Gram18Ayar,5/11/2014,1000280,1000280,988740,993120,D,,
Gram18Ayar,5/12/2014,993120,1009280,990350,1005360,D,,
Gram18Ayar,5/14/2014,1005360,1014130,1001890,1012740,D,,
Gram18Ayar,5/17/2014,1007430,1028440,1007430,1018050,D,,
Gram18Ayar,5/18/2014,1018050,1018050,1006510,1008590,D,,
Gram18Ayar,5/19/2014,1009970,1014590,1012970,1012970,D,,
Gram18Ayar,5/20/2014,1009970,1009970,1001660,1006510,D,,
Gram18Ayar,5/21/2014,1011130,1011360,1007660,1008820,D,,
Gram18Ayar,5/24/2014,1005360,1007430,1004890,1006280,D,,
Gram18Ayar,5/25/2014,1005100,1005100,1005100,1005100,D,,
Gram18Ayar,5/26/2014,1006510,1007900,1004660,1006970,D,,
Gram18Ayar,5/28/2014,991510,991510,986430,987580,D,,
Gram18Ayar,5/31/2014,980190,980190,976960,978120,D,,
Gram18Ayar,6/1/2014,978810,979730,978120,979730,D,,
Gram18Ayar,6/2/2014,974190,979960,974420,978810,D,,
Gram18Ayar,6/3/2014,979040,981350,978810,978810,D,,
Gram18Ayar,6/7/2014,979960,979960,973270,973500,D,,
Gram18Ayar,6/8/2014,967270,967500,962190,966110,D,,
Gram18Ayar,6/9/2014,965420,970500,963800,963800,D,,
Gram18Ayar,6/10/2014,962650,961490,957570,961490,D,,
Gram18Ayar,6/11/2014,974190,974880,969110,972110,D,,
Gram18Ayar,6/14/2014,978810,984120,975350,975810,D,,
Gram18Ayar,6/15/2014,975350,979960,973270,978120,D,,
Gram18Ayar,6/16/2014,976960,979270,971650,971880,D,,
Gram18Ayar,6/17/2014,963800,972340,958490,968420,D,,
Gram18Ayar,6/18/2014,972340,973040,966800,969110,D,,
Gram18Ayar,6/21/2014,996120,1000280,995430,998430,D,,
Gram18Ayar,6/22/2014,997280,997280,992430,993810,D,,
Gram18Ayar,6/23/2014,993120,994970,988040,988040,D,,
Gram18Ayar,6/24/2014,985730,994280,982960,991970,D,,
Gram18Ayar,6/25/2014,986890,989890,984580,988500,D,,
Gram18Ayar,6/28/2014,986890,986890,979960,980190,D,,
Gram18Ayar,6/29/2014,980420,980420,968420,968420,D,,
Gram18Ayar,6/30/2014,967270,967270,960340,966110,D,,
Gram18Ayar,7/1/2014,975350,982040,969570,981350,D,,
Gram18Ayar,7/2/2014,978810,983430,976040,982270,D,,
Gram18Ayar,7/5/2014,978810,978810,970960,971880,D,,
Gram18Ayar,7/6/2014,972810,972810,965650,969110,D,,
Gram18Ayar,7/7/2014,967270,969340,965880,967960,D,,
Gram18Ayar,7/8/2014,970270,979270,968420,973270,D,,
Gram18Ayar,7/9/2014,975350,976960,973270,975350,D,,
Gram18Ayar,7/12/2014,981120,984580,979500,984580,D,,
Gram18Ayar,7/13/2014,987580,988500,982960,986660,D,,
Gram18Ayar,7/14/2014,984580,984580,972810,974190,D,,
Gram18Ayar,7/15/2014,973500,973500,968880,970040,D,,
Gram18Ayar,7/16/2014,966110,970730,764960,970730,D,,
Gram18Ayar,7/20/2014,973500,973500,968880,970730,D,,
Gram18Ayar,7/21/2014,971650,973040,970730,971650,D,,
Gram18Ayar,7/22/2014,970500,970730,966800,970730,D,,
Gram18Ayar,7/23/2014,967730,972340,967270,971420,D,,
Gram18Ayar,7/26/2014,972340,973960,971880,973960,D,,
Gram18Ayar,7/27/2014,974650,976040,974190,974880,D,,
Gram18Ayar,7/28/2014,974190,974190,972340,972580,D,,
Gram18Ayar,8/2/2014,967960,970730,967960,970730,D,,
Gram18Ayar,8/3/2014,970270,974650,970270,973270,D,,
Gram18Ayar,8/4/2014,973500,976040,973040,973960,D,,
Gram18Ayar,8/5/2014,971880,973500,970270,970270,D,,
Gram18Ayar,8/6/2014,971190,975580,970270,975580,D,,
Gram18Ayar,8/9/2014,973740,981580,973730,980190,D,,
Gram18Ayar,8/10/2014,981120,981340,976730,977880,D,,
Gram18Ayar,8/11/2014,977880,976730,974430,975580,D,,
Gram18Ayar,8/12/2014,976730,977700,975580,976730,D,,
Gram18Ayar,8/13/2014,975580,976730,974430,976730,D,,
Gram18Ayar,8/16/2014,972120,973270,970970,970970,D,,
Gram18Ayar,8/17/2014,969810,970970,968660,968660,D,,
Gram18Ayar,8/18/2014,967510,968660,966350,967510,D,,
Gram18Ayar,8/19/2014,968660,968660,967510,968660,D,,
Gram18Ayar,8/20/2014,966350,967510,964050,964050,D,,
Gram18Ayar,8/23/2014,958280,958280,954820,957130,D,,
Gram18Ayar,8/24/2014,961740,965200,961740,964050,D,,
Gram18Ayar,8/25/2014,962890,965200,960590,964050,D,,
Gram18Ayar,8/26/2014,965200,969810,965200,967510,D,,
Gram18Ayar,8/27/2014,965200,966350,965200,966350,D,,
Gram18Ayar,8/30/2014,970970,973270,970970,973270,D,,
Gram18Ayar,8/31/2014,974430,974430,972120,972120,D,,
Gram18Ayar,9/1/2014,970970,972120,970970,970970,D,,
Gram18Ayar,9/2/2014,969810,969810,967510,968660,D,,
Gram18Ayar,9/3/2014,967510,969810,967510,968660,D,,
Gram18Ayar,9/6/2014,968660,968660,965200,965200,D,,
Gram18Ayar,9/7/2014,964050,966350,964050,966350,D,,
Gram18Ayar,9/8/2014,967510,967510,966350,966350,D,,
Gram18Ayar,9/9/2014,965200,965200,964050,964050,D,,
Gram18Ayar,9/10/2014,962890,964050,961740,962890,D,,
Gram18Ayar,9/13/2014,953670,951360,946750,946750,D,,
Gram18Ayar,9/14/2014,943290,947900,943290,946750,D,,
Gram18Ayar,9/15/2014,947900,953670,947900,952510,D,,
Gram18Ayar,9/16/2014,953670,959430,953670,954820,D,,
Gram18Ayar,9/17/2014,959970,961740,955970,958280,D,,
Gram18Ayar,9/20/2014,945600,945600,937520,938680,D,,
Gram18Ayar,9/21/2014,937520,940980,935220,938680,D,,
Gram18Ayar,9/22/2014,936370,938680,936370,937520,D,,
Gram18Ayar,9/23/2014,938680,951360,938680,946750,D,,
Gram18Ayar,9/24/2014,947900,951360,947900,947900,D,,
Gram18Ayar,9/27/2014,951360,959430,946750,959430,D,,
Gram18Ayar,9/28/2014,960590,964050,960590,964050,D,,
Gram18Ayar,9/29/2014,962890,962890,960590,960590,D,,
Gram18Ayar,9/30/2014,958280,958280,952510,955970,D,,
Gram18Ayar,10/1/2014,954820,957130,953670,955970,D,,
Gram18Ayar,10/4/2014,949060,949060,945600,947900,D,,
Gram18Ayar,10/6/2014,945600,950210,945600,950210,D,,
Gram18Ayar,10/7/2014,953670,957130,953670,955970,D,,
Gram18Ayar,10/8/2014,958280,962890,958280,958280,D,,
Gram18Ayar,10/11/2014,966350,972120,961740,961740,D,,
Gram18Ayar,10/12/2014,960590,962890,959430,962890,D,,
Gram18Ayar,10/14/2014,965200,966350,960590,962890,D,,
Gram18Ayar,10/15/2014,959430,965200,957130,964050,D,,
Gram18Ayar,10/18/2014,961740,962890,960590,960590,D,,
Gram18Ayar,10/19/2014,961740,962890,960590,962890,D,,
Gram18Ayar,10/20/2014,961740,961740,959430,959430,D,,
Gram18Ayar,10/21/2014,960590,962890,960590,960590,D,,
Gram18Ayar,10/22/2014,959430,960590,959430,959430,D,,
Gram18Ayar,10/25/2014,955970,955970,951360,951360,D,,
Gram18Ayar,10/26/2014,950210,951360,949060,951360,D,,
Gram18Ayar,10/27/2014,950210,952510,950210,951360,D,,
Gram18Ayar,10/28/2014,952510,952510,950210,951360,D,,
Gram18Ayar,10/29/2014,950210,951360,950210,951360,D,,
Gram18Ayar,11/1/2014,932910,935220,931760,931760,D,,
Gram18Ayar,11/5/2014,915610,915610,915610,915610,D,,
Gram18Ayar,11/8/2014,925990,929450,923690,928300,D,,
Gram18Ayar,11/9/2014,929450,929450,928300,929450,D,,
Gram18Ayar,11/10/2014,927150,929450,922530,922530,D,,
Gram18Ayar,11/11/2014,920230,922530,915610,921380,D,,
Gram18Ayar,11/12/2014,923690,925990,923690,924840,D,,
Gram18Ayar,11/15/2014,937520,937520,934060,936370,D,,
Gram18Ayar,11/16/2014,935220,936370,934060,936370,D,,
Gram18Ayar,11/17/2014,935220,936370,934060,935220,D,,
Gram18Ayar,11/18/2014,934060,940980,934060,938680,D,,
Gram18Ayar,11/19/2014,939830,939830,939830,939830,D,,
Gram18Ayar,11/22/2014,937520,937520,935220,936370,D,,
Gram18Ayar,11/23/2014,935220,938680,934060,936370,D,,
Gram18Ayar,11/24/2014,935220,946750,935220,944440,D,,
Gram18Ayar,11/25/2014,943290,951360,942140,947900,D,,
Gram18Ayar,11/26/2014,950210,958280,950210,958280,D,,
Gram18Ayar,11/29/2014,953670,968660,953670,966350,D,,
Gram18Ayar,11/30/2014,968660,983650,967510,976730,D,,
Gram18Ayar,12/1/2014,969810,974430,965200,969810,D,,
Gram18Ayar,12/2/2014,981340,982500,976730,977880,D,,
Gram18Ayar,12/3/2014,976730,980190,975580,976730,D,,
Gram18Ayar,12/6/2014,972120,974430,970970,972120,D,,
Gram18Ayar,12/7/2014,973270,981340,973270,979040,D,,
Gram18Ayar,12/8/2014,991720,991720,983650,983650,D,,
Gram18Ayar,12/9/2014,987110,991720,984800,991720,D,,
Gram18Ayar,12/10/2014,996340,999790,994030,999790,D,,
Gram18Ayar,12/14/2014,1003250,1021700,1003250,1021700,D,,
Gram18Ayar,12/15/2014,1028620,1032080,1013630,1014790,D,,
Gram18Ayar,12/16/2014,1007870,1017090,1000950,1014790,D,,
Gram18Ayar,12/17/2014,1010170,1013630,1010170,1010170,D,,
Gram18Ayar,12/20/2014,1013630,1015940,1009020,1011330,D,,
Gram18Ayar,12/22/2014,1010170,1010170,1010170,1010170,D,,
Gram18Ayar,12/24/2014,1011330,1015940,1010170,1010170,D,,
Gram18Ayar,12/27/2014,1012480,1015940,1012480,1015940,D,,
Gram18Ayar,12/28/2014,1018250,1020550,1017090,1017090,D,,
Gram18Ayar,12/29/2014,1018250,1018250,1012480,1012480,D,,
Gram18Ayar,12/30/2014,1010170,1011330,1000950,1006710,D,,
Gram18Ayar,12/31/2014,1009020,1009020,1003250,1005560,D,,
Gram18Ayar,1/3/2015,995180,1002100,995180,1002100,D,,
Gram18Ayar,1/4/2015,1005560,1007870,1002100,1004410,D,,
Gram18Ayar,1/5/2015,1005560,1007870,1000950,1003250,D,,
Gram18Ayar,1/6/2015,1010170,1013630,1006710,1012480,D,,
Gram18Ayar,1/7/2015,1017090,1018250,1014790,1014790,D,,
Gram18Ayar,1/10/2015,1014790,1017090,1012480,1017090,D,,
Gram18Ayar,1/11/2015,1015940,1015940,1011330,1012480,D,,
Gram18Ayar,1/12/2015,1013630,1014790,1007870,1010170,D,,
Gram18Ayar,1/13/2015,1015940,1017090,1009020,1011330,D,,
Gram18Ayar,1/14/2015,1009020,1012480,1003250,1011330,D,,
Gram18Ayar,1/17/2015,1028260,1043620,1028620,1034390,D,,
Gram18Ayar,1/18/2015,1039000,1045920,1036700,1044770,D,,
Gram18Ayar,1/19/2015,1043620,1055150,1043620,1055150,D,,
Gram18Ayar,1/20/2015,1049380,1056300,1047070,1056300,D,,
Gram18Ayar,1/21/2015,1059760,1066680,1059760,1066680,D,,
Gram18Ayar,1/24/2015,1059760,1060910,1052840,1053990,D,,
Gram18Ayar,1/25/2015,1052840,1059760,1052840,1059760,D,,
Gram18Ayar,1/26/2015,1057450,1058610,1055150,1057450,D,,
Gram18Ayar,1/27/2015,1056300,1056300,1053990,1055150,D,,
Gram18Ayar,1/28/2015,1053990,1058610,1053990,1056300,D,,
Gram18Ayar,1/31/2015,1048230,1050530,1048230,1049380,D,,
Gram18Ayar,2/1/2015,1048230,1048230,1045920,1047070,D,,
Gram18Ayar,2/2/2015,1044770,1045920,1037850,1037850,D,,
Gram18Ayar,2/3/2015,1042460,1044770,1040160,1041310,D,,
Gram18Ayar,2/8/2015,996340,1000950,988260,1000950,D,,
Gram18Ayar,2/9/2015,1002100,1015940,1002100,1012480,D,,
Gram18Ayar,2/10/2015,1015940,1017090,1009020,1010170,D,,
Gram18Ayar,2/14/2015,1017090,1017090,1010170,1013630,D,,
Gram18Ayar,2/15/2015,1012480,1014790,1010170,1013630,D,,
Gram18Ayar,2/16/2015,1012480,1012480,1010170,1010170,D,,
Gram18Ayar,2/17/2015,999790,1022860,994030,994030,D,,
Gram18Ayar,2/18/2015,995180,996340,992880,996340,D,,
Gram18Ayar,2/21/2015,992880,992880,985960,989420,D,,
Gram18Ayar,2/22/2015,990570,996340,990570,995180,D,,
Gram18Ayar,2/23/2015,996340,997490,990570,994030,D,,
Gram18Ayar,2/24/2015,995180,997490,992880,996340,D,,
Gram18Ayar,2/25/2015,1002100,1009020,1000950,1006710,D,,
Gram18Ayar,2/28/2015,1004410,1005560,1002100,1005560,D,,
Gram18Ayar,3/1/2015,1007870,1009020,1005560,1006710,D,,
Gram18Ayar,3/2/2015,1010170,1010170,1007870,1007870,D,,
Gram18Ayar,3/3/2015,1004410,1005560,1002100,1002100,D,,
Gram18Ayar,3/4/2015,1003250,1003250,1002100,1002100,D,,
Gram18Ayar,3/7/2015,977880,977880,970970,976730,D,,
Gram18Ayar,3/8/2015,975580,979040,973270,976730,D,,
Gram18Ayar,3/9/2015,979040,980190,975580,976730,D,,
Gram18Ayar,3/10/2015,972120,972120,962890,967510,D,,
Gram18Ayar,3/11/2015,965200,965200,949060,949060,D,,
Gram18Ayar,3/14/2015,938680,940980,929450,929450,D,,
Gram18Ayar,3/15/2015,908690,932910,906390,924840,D,,
Gram18Ayar,3/16/2015,932910,937520,931760,936370,D,,
Gram18Ayar,3/17/2015,937520,954820,937520,945600,D,,
Gram18Ayar,3/18/2015,947900,957130,945600,947900,D,93/12/27,
Gram18Ayar,3/25/2015,959430,964050,959430,964050,D,,
Gram18Ayar,3/28/2015,969810,969810,969810,969810,D,,
Gram18Ayar,3/29/2015,945600,955970,945600,955970,D,,
Gram18Ayar,3/30/2015,961740,961740,961740,961740,D,,
Gram18Ayar,4/4/2015,939830,966350,939830,962890,D,,
Gram18Ayar,4/5/2015,974430,984800,973270,980190,D,,
Gram18Ayar,4/6/2015,982500,991720,979040,982500,D,,
Gram18Ayar,4/7/2015,981340,981340,975580,980190,D,,
Gram18Ayar,4/8/2015,979040,982500,976730,977880,D,,
Gram18Ayar,4/11/2015,982500,995180,982500,994030,D,,
Gram18Ayar,4/12/2015,999790,1006710,998640,999790,D,,
Gram18Ayar,4/13/2015,995180,996340,985960,990570,D,,
Gram18Ayar,4/14/2015,984800,985960,979040,984800,D,,
Gram18Ayar,4/15/2015,988260,989420,984800,988260,D,,
Gram18Ayar,4/18/2015,984800,987110,982500,987110,D,,
Gram18Ayar,4/19/2015,989420,991720,987110,990570,D,,
Gram18Ayar,4/20/2015,989420,991720,984800,985960,D,,
Gram18Ayar,4/21/2015,984800,985960,982500,983650,D,,
Gram18Ayar,4/22/2015,985960,985960,984800,984800,D,,
Gram18Ayar,4/25/2015,869810,972120,967510,969810,D,,
Gram18Ayar,4/26/2015,970970,972120,969810,972120,D,,
Gram18Ayar,4/27/2015,970970,973270,969810,972120,D,,
Gram18Ayar,4/28/2015,979040,980190,975580,975580,D,,
Gram18Ayar,4/29/2015,979040,981340,976730,979040,D,,
Gram18Ayar,5/3/2015,969810,970970,966350,969810,D,,
Gram18Ayar,5/4/2015,968660,972120,964050,967510,D,,
Gram18Ayar,5/5/2015,966350,966350,961740,965200,D,,
Gram18Ayar,5/6/2015,964050,965200,961740,965200,D,,
Gram18Ayar,5/9/2015,962890,964050,959430,960590,D,,
Gram18Ayar,5/10/2015,961740,962890,957130,957130,D,,
Gram18Ayar,5/11/2015,955970,955970,953670,955970,D,,
Gram18Ayar,5/12/2015,953670,953670,946750,950210,D,,
Gram18Ayar,5/13/2015,951360,960590,951360,959430,D,,
Gram18Ayar,5/17/2015,967510,970970,967510,969810,D,,
Gram18Ayar,5/18/2015,970970,974430,967510,968660,D,,
Gram18Ayar,5/19/2015,965200,965200,958280,959430,D,,
Gram18Ayar,5/20/2015,957130,960590,955970,959430,D,,
Gram18Ayar,5/23/2015,953670,958280,953670,954820,D,,
Gram18Ayar,5/24/2015,953670,954820,952510,952510,D,,
Gram18Ayar,5/25/2015,957130,959430,952510,953670,D,,
Gram18Ayar,5/26/2015,952510,953670,949060,950210,D,,
Gram18Ayar,5/27/2015,951360,951360,947900,947900,D,,
Gram18Ayar,5/30/2015,952510,953670,951360,951360,D,,
Gram18Ayar,5/31/2015,952510,953670,950210,952510,D,,
